Epoch 1 | iter 50 step 12 | loss train: 2.345, val: n/a | iter time: 1694.03 ms
Epoch 5 | iter 13700 step 3425 | loss train: 0.058, val: 0.059 | iter time: 2288.10 ms (step)
Epoch 5 | iter 13750 step 3437 | loss train: 0.057, val: 0.059 | iter time: 1693.26 ms
Epoch 5 | iter 13800 step 3450 | loss train: 0.058, val: 0.059 | iter time: 2293.17 ms (step)
Epoch 5 | iter 13850 step 3462 | loss train: 0.058, val: 0.059 | iter time: 1705.04 ms
Epoch 5 | iter 13900 step 3475 | loss train: 0.059, val: 0.059 | iter time: 2276.39 ms (step)
Epoch 5 | iter 13950 step 3487 | loss train: 0.058, val: 0.059 | iter time: 1697.07 ms
Epoch 5 | iter 14000 step 3500 | loss train: 0.058, val: 0.059 | iter time: 2295.00 ms (step)
Epoch 5 | iter 14050 step 3512 | loss train: 0.058, val: 0.059 | iter time: 1691.25 ms
Epoch 5 | iter 14100 step 3525 | loss train: 0.057, val: 0.059 | iter time: 2285.86 ms (step)
Epoch 5 | iter 14150 step 3537 | loss train: 0.058, val: 0.059 | iter time: 1700.93 ms
Epoch 5 | iter 14200 step 3550 | loss train: 0.058, val: 0.059 | iter time: 2302.83 ms (step)
Epoch 5 | iter 14250 step 3562 | loss train: 0.060, val: 0.059 | iter time: 1688.10 ms
Epoch 5 | iter 14300 step 3575 | loss train: 0.058, val: 0.059 | iter time: 2281.63 ms (step)
Epoch 5 | iter 14350 step 3587 | loss train: 0.058, val: 0.059 | iter time: 1683.62 ms
Epoch 5 | iter 14400 step 3600 | loss train: 0.059, val: 0.059 | iter time: 2301.06 ms (step)
Epoch 5 | iter 14450 step 3612 | loss train: 0.058, val: 0.058 | iter time: 1693.49 ms
Epoch 5 | iter 14500 step 3625 | loss train: 0.058, val: 0.058 | iter time: 2266.77 ms (step)
Epoch 5 | iter 14550 step 3637 | loss train: 0.058, val: 0.058 | iter time: 1696.41 ms
Epoch 5 | iter 14600 step 3650 | loss train: 0.058, val: 0.058 | iter time: 2270.42 ms (step)
Epoch 5 | iter 14650 step 3662 | loss train: 0.058, val: 0.058 | iter time: 1691.18 ms
Epoch 5 | iter 14700 step 3675 | loss train: 0.057, val: 0.058 | iter time: 2294.86 ms (step)
Epoch 5 | iter 14750 step 3687 | loss train: 0.057, val: 0.058 | iter time: 1705.81 ms
Epoch 5 | iter 14800 step 3700 | loss train: 0.058, val: 0.058 | iter time: 2292.32 ms (step)
Epoch 5 | iter 14850 step 3712 | loss train: 0.058, val: 0.058 | iter time: 1698.47 ms
Epoch 5 | iter 14900 step 3725 | loss train: 0.058, val: 0.058 | iter time: 2259.71 ms (step)
Epoch 5 | iter 14950 step 3737 | loss train: 0.057, val: 0.058 | iter time: 1702.02 ms
Epoch 5 | iter 15000 step 3750 | loss train: 0.058, val: 0.058 | iter time: 2283.35 ms (step)
Epoch 5 | iter 15050 step 3762 | loss train: 0.057, val: 0.058 | iter time: 1689.99 ms
Epoch 5 | iter 15100 step 3775 | loss train: 0.057, val: 0.058 | iter time: 2298.06 ms (step)
Epoch 5 | iter 15150 step 3787 | loss train: 0.057, val: 0.058 | iter time: 1699.90 ms
Epoch 5 | iter 15200 step 3800 | loss train: 0.058, val: 0.058 | iter time: 2291.53 ms (step)
Epoch 5 | iter 15250 step 3812 | loss train: 0.057, val: 0.058 | iter time: 1698.98 ms
Epoch 5 | iter 15300 step 3825 | loss train: 0.059, val: 0.058 | iter time: 2310.15 ms (step)
Epoch 5 | iter 15350 step 3837 | loss train: 0.059, val: 0.058 | iter time: 1703.98 ms
Epoch 5 | iter 15400 step 3850 | loss train: 0.058, val: 0.058 | iter time: 2285.61 ms (step)
Epoch 5 | iter 15450 step 3862 | loss train: 0.059, val: 0.058 | iter time: 1701.27 ms
Epoch 5 | iter 15500 step 3875 | loss train: 0.059, val: 0.058 | iter time: 2293.39 ms (step)
Epoch 5 | iter 15550 step 3887 | loss train: 0.057, val: 0.058 | iter time: 1701.74 ms
Epoch 5 | iter 15600 step 3900 | loss train: 0.058, val: 0.058 | iter time: 2242.33 ms (step)
Epoch 5 | iter 15650 step 3912 | loss train: 0.058, val: 0.058 | iter time: 1695.78 ms
Epoch 5 | iter 15700 step 3925 | loss train: 0.058, val: 0.058 | iter time: 2296.22 ms (step)
Epoch 5 | iter 15750 step 3937 | loss train: 0.057, val: 0.058 | iter time: 1691.96 ms
Epoch 5 | iter 15800 step 3950 | loss train: 0.059, val: 0.058 | iter time: 2288.89 ms (step)
Epoch 5 | iter 15850 step 3962 | loss train: 0.058, val: 0.058 | iter time: 1700.05 ms
Epoch 5 | iter 15900 step 3975 | loss train: 0.058, val: 0.058 | iter time: 2268.47 ms (step)
Epoch 5 | iter 15950 step 3987 | loss train: 0.057, val: 0.058 | iter time: 1700.82 ms
Epoch 5 | iter 16000 step 4000 | loss train: 0.058, val: 0.058 | iter time: 2270.23 ms (step)
Epoch 5 | iter 16050 step 4012 | loss train: 0.058, val: 0.058 | iter time: 1691.67 ms
Epoch 5 | iter 16100 step 4025 | loss train: 0.057, val: 0.058 | iter time: 2247.94 ms (step)
Epoch 5 | iter 16150 step 4037 | loss train: 0.059, val: 0.058 | iter time: 1704.95 ms
Epoch 5 | iter 16200 step 4050 | loss train: 0.057, val: 0.058 | iter time: 2291.85 ms (step)
Epoch 5 | iter 16250 step 4062 | loss train: 0.059, val: 0.058 | iter time: 1695.16 ms
Epoch 5 | iter 16300 step 4075 | loss train: 0.058, val: 0.058 | iter time: 2297.24 ms (step)
Epoch 5 | iter 16350 step 4087 | loss train: 0.059, val: 0.058 | iter time: 1693.40 ms
Epoch 5 | iter 16400 step 4100 | loss train: 0.058, val: 0.058 | iter time: 2257.21 ms (step)
Epoch 5 | iter 16450 step 4112 | loss train: 0.058, val: 0.058 | iter time: 1700.59 ms
Epoch 5 | iter 16500 step 4125 | loss train: 0.057, val: 0.058 | iter time: 2293.75 ms (step)
Epoch 5 | iter 16550 step 4137 | loss train: 0.058, val: 0.058 | iter time: 1694.02 ms
Epoch 5 | iter 16600 step 4150 | loss train: 0.057, val: 0.058 | iter time: 2288.39 ms (step)
Epoch 5 | iter 16650 step 4162 | loss train: 0.058, val: 0.058 | iter time: 1697.81 ms
Epoch 5 | iter 16700 step 4175 | loss train: 0.058, val: 0.058 | iter time: 2294.65 ms (step)
Epoch 5 | iter 16750 step 4187 | loss train: 0.057, val: 0.058 | iter time: 1700.21 ms
Epoch 5 | iter 16800 step 4200 | loss train: 0.058, val: 0.058 | iter time: 2259.49 ms (step)
Epoch 5 | iter 16850 step 4212 | loss train: 0.058, val: 0.058 | iter time: 1693.38 ms
Epoch 5 | iter 16900 step 4225 | loss train: 0.059, val: 0.058 | iter time: 2287.54 ms (step)
Epoch 5 | iter 16950 step 4237 | loss train: 0.059, val: 0.058 | iter time: 1712.13 ms
Epoch 5 | iter 17000 step 4250 | loss train: 0.059, val: 0.058 | iter time: 2290.28 ms (step)
Epoch 6 | iter 17050 step 4262 | loss train: 0.058, val: 0.058 | iter time: 1777.28 ms
Epoch 6 | iter 17100 step 4275 | loss train: 0.059, val: 0.058 | iter time: 2269.15 ms (step)
Epoch 6 | iter 17150 step 4287 | loss train: 0.058, val: 0.058 | iter time: 1698.01 ms
Epoch 6 | iter 17200 step 4300 | loss train: 0.058, val: 0.058 | iter time: 2300.20 ms (step)
Epoch 6 | iter 17250 step 4312 | loss train: 0.058, val: 0.058 | iter time: 1691.00 ms
Epoch 6 | iter 17300 step 4325 | loss train: 0.058, val: 0.058 | iter time: 2280.14 ms (step)
Epoch 6 | iter 17350 step 4337 | loss train: 0.057, val: 0.058 | iter time: 1688.21 ms
Epoch 6 | iter 17400 step 4350 | loss train: 0.057, val: 0.058 | iter time: 2291.53 ms (step)
Epoch 6 | iter 17450 step 4362 | loss train: 0.058, val: 0.058 | iter time: 1703.51 ms
Epoch 6 | iter 17500 step 4375 | loss train: 0.058, val: 0.058 | iter time: 2286.72 ms (step)
Epoch 6 | iter 17550 step 4387 | loss train: 0.058, val: 0.058 | iter time: 1691.91 ms
Epoch 6 | iter 17600 step 4400 | loss train: 0.057, val: 0.058 | iter time: 2284.80 ms (step)
Epoch 6 | iter 17650 step 4412 | loss train: 0.057, val: 0.058 | iter time: 1693.73 ms
Epoch 6 | iter 17700 step 4425 | loss train: 0.058, val: 0.058 | iter time: 2290.28 ms (step)
Epoch 6 | iter 17750 step 4437 | loss train: 0.058, val: 0.058 | iter time: 1694.85 ms
Epoch 6 | iter 17800 step 4450 | loss train: 0.057, val: 0.058 | iter time: 2267.16 ms (step)
Epoch 6 | iter 17850 step 4462 | loss train: 0.057, val: 0.058 | iter time: 1690.62 ms
Epoch 6 | iter 17900 step 4475 | loss train: 0.057, val: 0.058 | iter time: 2287.03 ms (step)
Epoch 6 | iter 17950 step 4487 | loss train: 0.059, val: 0.058 | iter time: 1691.67 ms
Epoch 6 | iter 18000 step 4500 | loss train: 0.058, val: 0.058 | iter time: 2248.99 ms (step)
Epoch 6 | iter 18050 step 4512 | loss train: 0.058, val: 0.058 | iter time: 1692.54 ms
Epoch 6 | iter 18100 step 4525 | loss train: 0.057, val: 0.058 | iter time: 2279.91 ms (step)
Epoch 6 | iter 18150 step 4537 | loss train: 0.058, val: 0.058 | iter time: 1696.91 ms
Epoch 6 | iter 18200 step 4550 | loss train: 0.058, val: 0.058 | iter time: 2282.62 ms (step)
Epoch 6 | iter 18250 step 4562 | loss train: 0.058, val: 0.058 | iter time: 1696.28 ms
Epoch 6 | iter 18300 step 4575 | loss train: 0.058, val: 0.058 | iter time: 2270.41 ms (step)
Epoch 6 | iter 18350 step 4587 | loss train: 0.056, val: 0.058 | iter time: 1701.93 ms
Epoch 6 | iter 18400 step 4600 | loss train: 0.057, val: 0.058 | iter time: 2273.96 ms (step)
Epoch 6 | iter 18450 step 4612 | loss train: 0.058, val: 0.058 | iter time: 1714.74 ms
Epoch 6 | iter 18500 step 4625 | loss train: 0.057, val: 0.058 | iter time: 2272.58 ms (step)
Epoch 6 | iter 18550 step 4637 | loss train: 0.058, val: 0.058 | iter time: 1691.55 ms
Epoch 6 | iter 18600 step 4650 | loss train: 0.058, val: 0.058 | iter time: 2288.33 ms (step)
Epoch 6 | iter 18650 step 4662 | loss train: 0.056, val: 0.058 | iter time: 1700.78 ms
Epoch 6 | iter 18700 step 4675 | loss train: 0.058, val: 0.058 | iter time: 2281.68 ms (step)
Epoch 6 | iter 18750 step 4687 | loss train: 0.058, val: 0.058 | iter time: 1699.48 ms
Epoch 6 | iter 18800 step 4700 | loss train: 0.058, val: 0.058 | iter time: 2290.74 ms (step)
Epoch 6 | iter 18850 step 4712 | loss train: 0.057, val: 0.058 | iter time: 1696.37 ms
Epoch 6 | iter 18900 step 4725 | loss train: 0.057, val: 0.058 | iter time: 2269.89 ms (step)
Epoch 6 | iter 18950 step 4737 | loss train: 0.058, val: 0.058 | iter time: 1698.81 ms
Epoch 6 | iter 19000 step 4750 | loss train: 0.057, val: 0.058 | iter time: 2300.28 ms (step)
Epoch 6 | iter 19050 step 4762 | loss train: 0.057, val: 0.058 | iter time: 1695.57 ms
Epoch 6 | iter 19100 step 4775 | loss train: 0.058, val: 0.058 | iter time: 2284.71 ms (step)
Epoch 6 | iter 19150 step 4787 | loss train: 0.058, val: 0.058 | iter time: 1695.93 ms
Epoch 6 | iter 19200 step 4800 | loss train: 0.058, val: 0.058 | iter time: 2310.29 ms (step)
Epoch 6 | iter 19250 step 4812 | loss train: 0.057, val: 0.058 | iter time: 1693.07 ms
Epoch 6 | iter 19300 step 4825 | loss train: 0.058, val: 0.058 | iter time: 2282.92 ms (step)
Epoch 6 | iter 19350 step 4837 | loss train: 0.057, val: 0.058 | iter time: 1703.27 ms
Epoch 6 | iter 19400 step 4850 | loss train: 0.058, val: 0.058 | iter time: 2298.36 ms (step)
Epoch 6 | iter 19450 step 4862 | loss train: 0.058, val: 0.058 | iter time: 1683.73 ms
Epoch 6 | iter 19500 step 4875 | loss train: 0.059, val: 0.058 | iter time: 2285.07 ms (step)
Epoch 6 | iter 19550 step 4887 | loss train: 0.057, val: 0.058 | iter time: 1697.46 ms
Epoch 6 | iter 19600 step 4900 | loss train: 0.056, val: 0.058 | iter time: 2268.68 ms (step)
Epoch 6 | iter 19650 step 4912 | loss train: 0.058, val: 0.058 | iter time: 1703.08 ms
Epoch 6 | iter 19700 step 4925 | loss train: 0.058, val: 0.058 | iter time: 2282.18 ms (step)
Epoch 6 | iter 19750 step 4937 | loss train: 0.057, val: 0.058 | iter time: 1705.32 ms
Epoch 6 | iter 19800 step 4950 | loss train: 0.058, val: 0.058 | iter time: 2286.25 ms (step)
Epoch 6 | iter 19850 step 4962 | loss train: 0.056, val: 0.058 | iter time: 1700.92 ms
Epoch 6 | iter 19900 step 4975 | loss train: 0.058, val: 0.058 | iter time: 2276.43 ms (step)
Epoch 6 | iter 19950 step 4987 | loss train: 0.057, val: 0.058 | iter time: 1701.45 ms
Epoch 6 | iter 20000 step 5000 | loss train: 0.058, val: 0.058 | iter time: 2277.51 ms (step)
Epoch 6 | iter 20050 step 5012 | loss train: 0.058, val: 0.058 | iter time: 1700.70 ms
Epoch 6 | iter 20100 step 5025 | loss train: 0.058, val: 0.058 | iter time: 2305.92 ms (step)
Epoch 6 | iter 20150 step 5037 | loss train: 0.058, val: 0.058 | iter time: 1695.38 ms
Epoch 6 | iter 20200 step 5050 | loss train: 0.058, val: 0.058 | iter time: 2286.13 ms (step)
Epoch 6 | iter 20250 step 5062 | loss train: 0.058, val: 0.058 | iter time: 1693.86 ms
Epoch 6 | iter 20300 step 5075 | loss train: 0.058, val: 0.058 | iter time: 2297.59 ms (step)
Epoch 6 | iter 20350 step 5087 | loss train: 0.058, val: 0.058 | iter time: 1684.81 ms
Epoch 6 | iter 20400 step 5100 | loss train: 0.057, val: 0.058 | iter time: 2273.31 ms (step)
Epoch 7 | iter 20450 step 5112 | loss train: 0.057, val: 0.058 | iter time: 1696.81 ms
Epoch 7 | iter 20500 step 5125 | loss train: 0.058, val: 0.058 | iter time: 2331.67 ms (step)
Epoch 7 | iter 20550 step 5137 | loss train: 0.056, val: 0.058 | iter time: 1709.86 ms
Epoch 7 | iter 20600 step 5150 | loss train: 0.057, val: 0.058 | iter time: 2282.90 ms (step)
Epoch 7 | iter 20650 step 5162 | loss train: 0.058, val: 0.058 | iter time: 1707.04 ms
Epoch 7 | iter 20700 step 5175 | loss train: 0.057, val: 0.058 | iter time: 2298.38 ms (step)
Epoch 7 | iter 20750 step 5187 | loss train: 0.058, val: 0.058 | iter time: 1695.39 ms
Epoch 7 | iter 20800 step 5200 | loss train: 0.058, val: 0.058 | iter time: 2296.19 ms (step)
Epoch 7 | iter 20850 step 5212 | loss train: 0.058, val: 0.058 | iter time: 1696.68 ms
Epoch 7 | iter 20900 step 5225 | loss train: 0.058, val: 0.058 | iter time: 2289.81 ms (step)
Epoch 7 | iter 20950 step 5237 | loss train: 0.057, val: 0.058 | iter time: 1693.80 ms
Epoch 7 | iter 21000 step 5250 | loss train: 0.058, val: 0.058 | iter time: 2315.93 ms (step)
Epoch 7 | iter 21050 step 5262 | loss train: 0.058, val: 0.058 | iter time: 1692.53 ms
Epoch 7 | iter 21100 step 5275 | loss train: 0.058, val: 0.058 | iter time: 2274.50 ms (step)
Epoch 7 | iter 21150 step 5287 | loss train: 0.056, val: 0.058 | iter time: 1691.77 ms
Epoch 7 | iter 21200 step 5300 | loss train: 0.058, val: 0.058 | iter time: 2297.41 ms (step)
Epoch 7 | iter 21250 step 5312 | loss train: 0.058, val: 0.058 | iter time: 1703.54 ms
Epoch 7 | iter 21300 step 5325 | loss train: 0.057, val: 0.058 | iter time: 2304.13 ms (step)
Epoch 7 | iter 21350 step 5337 | loss train: 0.058, val: 0.058 | iter time: 1708.49 ms
Epoch 7 | iter 21400 step 5350 | loss train: 0.058, val: 0.058 | iter time: 2298.28 ms (step)
Epoch 7 | iter 21450 step 5362 | loss train: 0.058, val: 0.058 | iter time: 1698.57 ms
Epoch 7 | iter 21500 step 5375 | loss train: 0.058, val: 0.058 | iter time: 2282.88 ms (step)
Epoch 7 | iter 21550 step 5387 | loss train: 0.056, val: 0.058 | iter time: 1694.72 ms
Epoch 7 | iter 21600 step 5400 | loss train: 0.057, val: 0.058 | iter time: 2303.52 ms (step)
Epoch 7 | iter 21650 step 5412 | loss train: 0.057, val: 0.058 | iter time: 1703.43 ms
Epoch 7 | iter 21700 step 5425 | loss train: 0.056, val: 0.058 | iter time: 2276.80 ms (step)
Epoch 7 | iter 21750 step 5437 | loss train: 0.057, val: 0.058 | iter time: 1696.66 ms
Epoch 7 | iter 21800 step 5450 | loss train: 0.056, val: 0.058 | iter time: 2301.03 ms (step)
Epoch 7 | iter 21850 step 5462 | loss train: 0.058, val: 0.058 | iter time: 1702.44 ms
Epoch 7 | iter 21900 step 5475 | loss train: 0.058, val: 0.058 | iter time: 2287.98 ms (step)
Epoch 7 | iter 21950 step 5487 | loss train: 0.057, val: 0.058 | iter time: 1695.24 ms
Epoch 7 | iter 22000 step 5500 | loss train: 0.057, val: 0.058 | iter time: 2280.70 ms (step)
Epoch 7 | iter 22050 step 5512 | loss train: 0.057, val: 0.058 | iter time: 1699.38 ms
Epoch 7 | iter 22100 step 5525 | loss train: 0.057, val: 0.058 | iter time: 2279.30 ms (step)
Epoch 7 | iter 22150 step 5537 | loss train: 0.058, val: 0.058 | iter time: 1690.57 ms
Epoch 7 | iter 22200 step 5550 | loss train: 0.058, val: 0.058 | iter time: 2283.77 ms (step)
Epoch 7 | iter 22250 step 5562 | loss train: 0.057, val: 0.058 | iter time: 1683.47 ms
Epoch 7 | iter 22300 step 5575 | loss train: 0.057, val: 0.058 | iter time: 2298.71 ms (step)
Epoch 7 | iter 22350 step 5587 | loss train: 0.057, val: 0.058 | iter time: 1688.94 ms
Epoch 7 | iter 22400 step 5600 | loss train: 0.057, val: 0.058 | iter time: 2261.44 ms (step)
Epoch 7 | iter 22450 step 5612 | loss train: 0.057, val: 0.058 | iter time: 1707.58 ms
Epoch 7 | iter 22500 step 5625 | loss train: 0.058, val: 0.058 | iter time: 2310.86 ms (step)
Epoch 7 | iter 22550 step 5637 | loss train: 0.058, val: 0.058 | iter time: 1700.78 ms
Epoch 7 | iter 22600 step 5650 | loss train: 0.058, val: 0.058 | iter time: 2303.73 ms (step)
Epoch 7 | iter 22650 step 5662 | loss train: 0.057, val: 0.058 | iter time: 1701.53 ms
Epoch 7 | iter 22700 step 5675 | loss train: 0.056, val: 0.058 | iter time: 2292.63 ms (step)
Epoch 7 | iter 22750 step 5687 | loss train: 0.057, val: 0.058 | iter time: 1705.48 ms
Epoch 7 | iter 22800 step 5700 | loss train: 0.058, val: 0.058 | iter time: 2294.84 ms (step)
Epoch 7 | iter 22850 step 5712 | loss train: 0.056, val: 0.058 | iter time: 1692.53 ms
Epoch 7 | iter 22900 step 5725 | loss train: 0.057, val: 0.058 | iter time: 2286.15 ms (step)
Epoch 7 | iter 22950 step 5737 | loss train: 0.058, val: 0.058 | iter time: 1693.97 ms
Epoch 7 | iter 23000 step 5750 | loss train: 0.057, val: 0.058 | iter time: 2275.20 ms (step)
Epoch 7 | iter 23050 step 5762 | loss train: 0.058, val: 0.058 | iter time: 1685.26 ms
Epoch 7 | iter 23100 step 5775 | loss train: 0.057, val: 0.058 | iter time: 2275.80 ms (step)
Epoch 7 | iter 23150 step 5787 | loss train: 0.057, val: 0.058 | iter time: 1700.62 ms
Epoch 7 | iter 23200 step 5800 | loss train: 0.057, val: 0.058 | iter time: 2311.00 ms (step)
Epoch 7 | iter 23250 step 5812 | loss train: 0.057, val: 0.058 | iter time: 1698.56 ms
Epoch 7 | iter 23300 step 5825 | loss train: 0.058, val: 0.058 | iter time: 2289.26 ms (step)
Epoch 7 | iter 23350 step 5837 | loss train: 0.058, val: 0.058 | iter time: 1691.29 ms
Epoch 7 | iter 23400 step 5850 | loss train: 0.057, val: 0.058 | iter time: 2264.51 ms (step)
Epoch 7 | iter 23450 step 5862 | loss train: 0.057, val: 0.058 | iter time: 1709.07 ms
Epoch 7 | iter 23500 step 5875 | loss train: 0.058, val: 0.058 | iter time: 2303.59 ms (step)
Epoch 7 | iter 23550 step 5887 | loss train: 0.056, val: 0.058 | iter time: 1710.20 ms
Epoch 7 | iter 23600 step 5900 | loss train: 0.057, val: 0.058 | iter time: 2301.75 ms (step)
Epoch 7 | iter 23650 step 5912 | loss train: 0.057, val: 0.058 | iter time: 1702.97 ms
Epoch 7 | iter 23700 step 5925 | loss train: 0.057, val: 0.058 | iter time: 2271.75 ms (step)
Epoch 7 | iter 23750 step 5937 | loss train: 0.059, val: 0.058 | iter time: 1688.10 ms
Epoch 7 | iter 23800 step 5950 | loss train: 0.058, val: 0.058 | iter time: 2283.01 ms (step)
Epoch 8 | iter 23850 step 5962 | loss train: 0.056, val: 0.058 | iter time: 1698.91 ms
Epoch 8 | iter 23900 step 5975 | loss train: 0.057, val: 0.058 | iter time: 2276.54 ms (step)
Epoch 8 | iter 23950 step 5987 | loss train: 0.057, val: 0.058 | iter time: 1708.36 ms
Epoch 8 | iter 24000 step 6000 | loss train: 0.057, val: 0.058 | iter time: 2287.37 ms (step)
Epoch 8 | iter 24050 step 6012 | loss train: 0.058, val: 0.058 | iter time: 1689.43 ms
Epoch 8 | iter 24100 step 6025 | loss train: 0.056, val: 0.058 | iter time: 2312.11 ms (step)
Epoch 8 | iter 24150 step 6037 | loss train: 0.057, val: 0.058 | iter time: 1694.11 ms
Epoch 8 | iter 24200 step 6050 | loss train: 0.057, val: 0.058 | iter time: 2299.95 ms (step)
Epoch 8 | iter 24250 step 6062 | loss train: 0.057, val: 0.058 | iter time: 1697.98 ms
Epoch 8 | iter 24300 step 6075 | loss train: 0.058, val: 0.058 | iter time: 2277.32 ms (step)
Epoch 8 | iter 24350 step 6087 | loss train: 0.058, val: 0.058 | iter time: 1699.08 ms
Epoch 8 | iter 24400 step 6100 | loss train: 0.057, val: 0.058 | iter time: 2318.10 ms (step)
Epoch 8 | iter 24450 step 6112 | loss train: 0.058, val: 0.058 | iter time: 1701.92 ms
Epoch 8 | iter 24500 step 6125 | loss train: 0.058, val: 0.058 | iter time: 2284.44 ms (step)
Epoch 8 | iter 24550 step 6137 | loss train: 0.058, val: 0.058 | iter time: 1700.20 ms
Epoch 8 | iter 24600 step 6150 | loss train: 0.056, val: 0.058 | iter time: 2268.11 ms (step)
Epoch 8 | iter 24650 step 6162 | loss train: 0.057, val: 0.058 | iter time: 1702.47 ms
Epoch 8 | iter 24700 step 6175 | loss train: 0.058, val: 0.058 | iter time: 2298.74 ms (step)
Epoch 8 | iter 24750 step 6187 | loss train: 0.058, val: 0.058 | iter time: 1698.71 ms
Epoch 8 | iter 24800 step 6200 | loss train: 0.056, val: 0.058 | iter time: 2290.69 ms (step)
Epoch 8 | iter 24850 step 6212 | loss train: 0.058, val: 0.058 | iter time: 1699.77 ms
Epoch 8 | iter 24900 step 6225 | loss train: 0.056, val: 0.058 | iter time: 2255.20 ms (step)
Epoch 8 | iter 24950 step 6237 | loss train: 0.057, val: 0.058 | iter time: 1707.03 ms
Epoch 8 | iter 25000 step 6250 | loss train: 0.057, val: 0.058 | iter time: 2272.52 ms (step)
Epoch 8 | iter 25050 step 6262 | loss train: 0.057, val: 0.058 | iter time: 1702.53 ms
Epoch 8 | iter 25100 step 6275 | loss train: 0.058, val: 0.058 | iter time: 2300.14 ms (step)
Epoch 8 | iter 25150 step 6287 | loss train: 0.057, val: 0.058 | iter time: 1694.34 ms
Epoch 8 | iter 25200 step 6300 | loss train: 0.057, val: 0.058 | iter time: 2280.49 ms (step)
Epoch 8 | iter 25250 step 6312 | loss train: 0.057, val: 0.058 | iter time: 1689.82 ms
Epoch 8 | iter 25300 step 6325 | loss train: 0.058, val: 0.058 | iter time: 2297.01 ms (step)
Epoch 8 | iter 25350 step 6337 | loss train: 0.058, val: 0.058 | iter time: 1686.69 ms
Epoch 8 | iter 25400 step 6350 | loss train: 0.056, val: 0.058 | iter time: 2261.52 ms (step)
Epoch 8 | iter 25450 step 6362 | loss train: 0.057, val: 0.058 | iter time: 1687.94 ms
Epoch 8 | iter 25500 step 6375 | loss train: 0.058, val: 0.058 | iter time: 2293.11 ms (step)
Epoch 8 | iter 25550 step 6387 | loss train: 0.058, val: 0.058 | iter time: 1700.99 ms
Epoch 8 | iter 25600 step 6400 | loss train: 0.057, val: 0.058 | iter time: 2291.40 ms (step)
Epoch 8 | iter 25650 step 6412 | loss train: 0.057, val: 0.058 | iter time: 1707.64 ms
Epoch 8 | iter 25700 step 6425 | loss train: 0.057, val: 0.058 | iter time: 2275.38 ms (step)
Epoch 8 | iter 25750 step 6437 | loss train: 0.057, val: 0.058 | iter time: 1708.12 ms
Epoch 8 | iter 25800 step 6450 | loss train: 0.057, val: 0.058 | iter time: 2297.48 ms (step)
Epoch 8 | iter 25850 step 6462 | loss train: 0.057, val: 0.058 | iter time: 1702.43 ms
Epoch 8 | iter 25900 step 6475 | loss train: 0.057, val: 0.058 | iter time: 2312.73 ms (step)
Epoch 8 | iter 25950 step 6487 | loss train: 0.057, val: 0.058 | iter time: 1692.80 ms
Epoch 8 | iter 26000 step 6500 | loss train: 0.058, val: 0.058 | iter time: 2309.41 ms (step)
Epoch 8 | iter 26050 step 6512 | loss train: 0.057, val: 0.058 | iter time: 1703.01 ms
Epoch 8 | iter 26100 step 6525 | loss train: 0.058, val: 0.058 | iter time: 2301.93 ms (step)
Epoch 8 | iter 26150 step 6537 | loss train: 0.057, val: 0.058 | iter time: 1699.06 ms
Epoch 8 | iter 26200 step 6550 | loss train: 0.058, val: 0.058 | iter time: 2290.76 ms (step)
Epoch 8 | iter 26250 step 6562 | loss train: 0.057, val: 0.058 | iter time: 1685.43 ms
Epoch 8 | iter 26300 step 6575 | loss train: 0.057, val: 0.058 | iter time: 2307.78 ms (step)
Epoch 8 | iter 26350 step 6587 | loss train: 0.057, val: 0.058 | iter time: 1699.11 ms
Epoch 8 | iter 26400 step 6600 | loss train: 0.057, val: 0.058 | iter time: 2299.56 ms (step)
Epoch 8 | iter 26450 step 6612 | loss train: 0.058, val: 0.058 | iter time: 1705.37 ms
Epoch 8 | iter 26500 step 6625 | loss train: 0.057, val: 0.058 | iter time: 2305.80 ms (step)
Epoch 8 | iter 26550 step 6637 | loss train: 0.057, val: 0.058 | iter time: 1696.50 ms
Epoch 8 | iter 26600 step 6650 | loss train: 0.056, val: 0.058 | iter time: 2298.31 ms (step)
Epoch 8 | iter 26650 step 6662 | loss train: 0.057, val: 0.058 | iter time: 1693.20 ms
Epoch 8 | iter 26700 step 6675 | loss train: 0.057, val: 0.058 | iter time: 2289.49 ms (step)
Epoch 8 | iter 26750 step 6687 | loss train: 0.057, val: 0.058 | iter time: 1686.03 ms
Epoch 8 | iter 26800 step 6700 | loss train: 0.057, val: 0.058 | iter time: 2267.76 ms (step)
Epoch 8 | iter 26850 step 6712 | loss train: 0.057, val: 0.058 | iter time: 1693.87 ms
Epoch 8 | iter 26900 step 6725 | loss train: 0.057, val: 0.058 | iter time: 2280.51 ms (step)
Epoch 8 | iter 26950 step 6737 | loss train: 0.057, val: 0.058 | iter time: 1698.92 ms
Epoch 8 | iter 27000 step 6750 | loss train: 0.057, val: 0.058 | iter time: 2289.35 ms (step)
Epoch 8 | iter 27050 step 6762 | loss train: 0.057, val: 0.058 | iter time: 1704.24 ms
Epoch 8 | iter 27100 step 6775 | loss train: 0.057, val: 0.058 | iter time: 2273.69 ms (step)
Epoch 8 | iter 27150 step 6787 | loss train: 0.057, val: 0.058 | iter time: 1686.84 ms
